75ms: VODSim-161-566614524
75ms: VODSim-231-113545430
75ms: VODSim-298-112360801
75ms: VODSim-233-348945647
75ms: VODSim-261-171056714
75ms: VODSim-260-361405515
75ms: VODSim-297-185559045
75ms: VODSim-299-187007995
90ms: VODSim-306-828159774
90ms: VODSim-187-242001188
90ms: VODSim-188-349241881
90ms: VODSim-319-337771676
90ms: VODSim-228-139839431
90ms: VODSim-295-128755488
90ms: VODSim-160-121877874
90ms: VODSim-318-334494898
91ms: VODSim-316-344983029
91ms: VODSim-170-287612891
91ms: VODSim-232-156919103
91ms: VODSim-264-160237510
105ms: VODSim-186-184839887
105ms: VODSim-220-799157400
105ms: VODSim-278-116977631
105ms: VODSim-252-157786554
105ms: VODSim-349-304472888
105ms: VODSim-305-788969426
105ms: VODSim-181-393442088
105ms: VODSim-263-175946458
106ms: VODSim-270-106977645
106ms: VODSim-312-171887701
106ms: VODSim-300-183504382
106ms: VODSim-341-383064329
106ms: VODSim-247-330784422
106ms: VODSim-253-409252935
106ms: VODSim-192-421154558
106ms: VODSim-304-313675044
106ms: VODSim-283-889171545
106ms: VODSim-179-129252554
107ms: VODSim-328-375616028
107ms: VODSim-262-310639789
107ms: VODSim-320-200838586
107ms: VODSim-204-406931976
107ms: VODSim-287-217183945
107ms: VODSim-344-242422407
107ms: VODSim-197-311687718
107ms: VODSim-293-375191491
107ms: VODSim-194-192331963
108ms: VODSim-279-316772125
108ms: VODSim-282-245639102
108ms: VODSim-176-278544124
108ms: VODSim-317-931700624
108ms: VODSim-276-313417366
108ms: VODSim-289-179830407
108ms: VODSim-256-166099501
108ms: VODSim-311-310071664
108ms: VODSim-267-221085496
108ms: VODSim-211-389343429
109ms: VODSim-338-125724658
109ms: VODSim-212-21523816.
109ms: VODSim-307-348194451
109ms: VODSim-315-187204048
109ms: VODSim-226-267405216
109ms: VODSim-285-162102384
109ms: VODSim-309-229341286
109ms: VODSim-314-428024782
109ms: VODSim-308-373353994
116ms: VODSim-335-447521683
120ms: VODSim-219-642233095
120ms: VODSim-255-329800624
120ms: VODSim-303-330040128
120ms: VODSim-329-205197566
120ms: VODSim-202-228348069
120ms: VODSim-258-403957748
120ms: VODSim-215-146149786
120ms: VODSim-195-209609024
121ms: VODSim-325-906059703
121ms: VODSim-178-239953935
121ms: VODSim-205-233519820
121ms: VODSim-331-218081636
121ms: VODSim-248-308063356
121ms: VODSim-345-99312122.
121ms: VODSim-332-428578625
121ms: VODSim-193-274955157
121ms: VODSim-177-149407844
122ms: VODSim-216-357037412
122ms: VODSim-185-418005911
122ms: VODSim-217-261141045
122ms: VODSim-321-342214618
122ms: VODSim-284-117271945
122ms: VODSim-243-181879228
122ms: VODSim-346-289803341
122ms: VODSim-172-365491110
122ms: VODSim-167-120185804
122ms: VODSim-237-178596413
123ms: VODSim-169-384565135
123ms: VODSim-239-522610048
123ms: VODSim-235-146223853
123ms: VODSim-236-312245923
123ms: VODSim-184-113905084
123ms: VODSim-337-328073394
123ms: VODSim-165-352269723
123ms: VODSim-209-196044292
123ms: VODSim-225-372831041
123ms: VODSim-274-212024208
124ms: VODSim-294-105454952
124ms: VODSim-175-312624601
131ms: VODSim-334-149210798
131ms: VODSim-240-373810719
131ms: VODSim-242-910109538
135ms: VODSim-189-267701292
135ms: VODSim-350-179796362
135ms: VODSim-351-242753719
135ms: VODSim-266-384219073
135ms: VODSim-326-773767212
135ms: VODSim-182-299357730
135ms: VODSim-199-421038192
136ms: VODSim-280-600068509
136ms: VODSim-191-954562552
136ms: VODSim-322-620029648
136ms: VODSim-218-276816756
136ms: VODSim-230-345210367
136ms: VODSim-168-359676367
136ms: VODSim-173-253119950
136ms: VODSim-244-237754053
136ms: VODSim-269-361494554
136ms: VODSim-213-133402221
137ms: VODSim-330-122365905
137ms: VODSim-327-336514351
137ms: VODSim-340-205021179
137ms: VODSim-301-368903441
137ms: VODSim-214-357432854
137ms: VODSim-292-104710973
137ms: VODSim-268-64786531.
137ms: VODSim-251-402923982
137ms: VODSim-347-113130660
138ms: VODSim-259-427254306
138ms: VODSim-206-328496028
138ms: VODSim-223-239494572
138ms: VODSim-275-119784666
138ms: VODSim-246-400507170
138ms: VODSim-222-510329249
138ms: VODSim-249-335409975
138ms: VODSim-245-365299057
138ms: VODSim-265-401846392
138ms: VODSim-290-141305192
139ms: VODSim-281-112542794
139ms: VODSim-198-259134312
139ms: VODSim-250-238001568
139ms: VODSim-286-254503018
139ms: VODSim-272-275429590
139ms: VODSim-166-573890321
139ms: VODSim-336-625064315
139ms: VODSim-313-148997289
139ms: VODSim-221-869912859
139ms: VODSim-324-308630231
140ms: VODSim-302-251485369
140ms: VODSim-164-174534012
140ms: VODSim-229-309136036
140ms: VODSim-238-232039005
140ms: VODSim-162-185555449
140ms: VODSim-310-128218199
140ms: VODSim-174-107602904
140ms: VODSim-163-138114683
140ms: VODSim-210-137400807
150ms: VODSim-203-518320328
150ms: VODSim-277-168308555
150ms: VODSim-190-130524498
150ms: VODSim-296-186197565
150ms: VODSim-224-258000422
151ms: VODSim-227-242140779
151ms: VODSim-171-215179508
151ms: VODSim-180-31010648.
151ms: VODSim-196-313431691
151ms: VODSim-201-900569247
151ms: VODSim-348-282372161
151ms: VODSim-234-706673132
151ms: VODSim-339-268992351
151ms: VODSim-271-231897250
151ms: VODSim-208-115304624
152ms: VODSim-257-236610807
152ms: VODSim-291-214550423
152ms: VODSim-183-161933237
152ms: VODSim-343-513781368
152ms: VODSim-273-199212213
152ms: VODSim-288-404770980
152ms: VODSim-200-386479668
152ms: VODSim-342-267466220
152ms: VODSim-333-458127658
152ms: VODSim-207-371320596
152ms: VODSim-254-701668888
153ms: VODSim-323-385582474
161ms: VODSim-241-421916763
